id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month
20838075,"和式别墅の二楼, 临近双地铁线, 卧室带阳台美景 zcxr",148479222,超,,Taito Ku,35.72528,139.78402,Entire home/apt,12051,1,39,2019-06-08,2.1
20838697,A new house in Shinjuku / free wifi,50251074,Jun,,Nakano Ku,35.69161,139.68319,Entire home/apt,13020,1,66,2019-04-16,3.16
20839237,KUGAHARA APT: livable area easy to go anywhere,148018893,Maru,,Ota Ku,35.58191,139.68919,Entire home/apt,3013,2,82,2019-06-04,3.89
20840412,"45m2 1MIN TO STA, EXCLUSIVE RES,TOKYO ROPPONGI-6",115604387,Kou,,Minato Ku,35.664,139.73823000000002,Entire home/apt,20229,2,47,2019-06-16,3.95
20842171,【TOKYO MEGURO】FURNISHED FLT/3BR+GARDEN/WIFI,149497421,Kasha,,Meguro Ku,35.63275,139.70568,Entire home/apt,9039,28,21,2018-07-14,0.98
20855600,Completely private room! In the heart of Tokyo!,149412971,Shunsei,,Shinjuku Ku,35.69406,139.73425,Private room,7532,2,27,2019-06-07,1.3
20857174,Asakusa #1min to Ryogoku station#Max4#Free Wifi,89591055,Anna,,Sumida Ku,35.695190000000004,139.79246,Entire home/apt,14849,1,9,2019-04-18,0.46
20863544,"Kokubunji Studio, 21 min from Shinjuku",67268289,Tommy,,Kokubunji Shi,35.69925,139.47852,Entire home/apt,6994,2,39,2019-06-23,1.84
20866034,28泊~昭和50年代の和室をﾛﾌﾄﾍﾞｯﾄﾞで楽しむ｡room wi-fi付,93851602,Seagull,,Suginami Ku,35.6817,139.65839,Entire home/apt,3874,28,20,2019-05-02,0.99
20869116,Stylish Studio - Roppongi Akasaka Area,55099139,Zooey,,Minato Ku,35.66829,139.73306000000002,Entire home/apt,10007,30,55,2019-06-23,2.64
20874830,Mom's Warm & Comfortable New Private Room,53381708,A-Flat,,Itabashi Ku,35.75357,139.71358999999998,Private room,5165,1,30,2019-05-22,1.51
20880018,NOMURA sharehouse,24964596,Wendy,,Taito Ku,35.72707,139.79462,Shared room,4950,4,17,2019-05-05,0.94
20880820,"Shinjuku 6 min Train, Koenji- Japanese Tatami Room",30807537,Junko,,Suginami Ku,35.70663,139.64863,Entire home/apt,9039,2,47,2019-06-10,2.24
20896508,9mins￫Ueno/12mins￫Aakihabara/25mins￫Shinjyuku,45433813,Baku,,Kita Ku,35.73948,139.75772,Entire home/apt,13020,1,64,2019-06-22,2.95
20902721,櫻花旅馆2- SAKURA GARDEN HOTEL(子母双床单间)2套间AKIHABARA,134662329,Steve,,Chiyoda Ku,35.6966,139.78133,Entire home/apt,12051,1,5,2018-08-13,0.27
20903151,秋叶原附近:樱花苑公寓式酒店2楼层SAKURA GARDEN HOTEL(子母双床2-4人住),134662329,Steve,,Chiyoda Ku,35.69615,139.78165,Private room,12051,1,26,2019-05-27,1.25
20904394,Stylish&enthusiastic atmosphere colorful 3 min STA,148173764,Shigeko&Takao,,Shinjuku Ku,35.7047,139.69551,Entire home/apt,23887,2,66,2019-06-17,3.15
20905560,11 Clean Spacious Apt Shinjuku-Yoyogi-Shibuya 4PAX,149188521,Comfy,,Shibuya Ku,35.68173,139.69246,Entire home/apt,16786,2,62,2019-06-13,2.87
20905987,12 Nice Homely Apt. Shinjuku-Yoyogi-Shibuya 5PAX,149188521,Comfy,,Shibuya Ku,35.68338,139.69223,Entire home/apt,18938,2,60,2019-05-25,2.84
20906179,A family room(Max seven),146576412,Sakura,,Chiyoda Ku,35.697309999999995,139.78159,Entire home/apt,16033,2,8,2019-05-11,0.47
20907318,Asakusa #1min to Ryogoku station#Max4#Free Wifi,150232625,,,Sumida Ku,35.69512,139.79377,Entire home/apt,14849,1,15,2019-06-08,0.76
20907800,75㎡ Asakusa Temple  apartment !Monthly apartment,150236405,Hiyori,,Taito Ku,35.7202,139.79128,Entire home/apt,9469,30,34,2018-07-28,1.63
20908650,Bonny's Asakusa apartment 502,130057322,Bonny,,Taito Ku,35.71816,139.79112,Private room,6026,2,2,2018-08-05,0.14
20915580,NEW Ebisu Aprt!4BR:Shibuya JReasyAccess/FreeWiFi,63009173,Res,,Shibuya Ku,35.64543,139.71263000000002,Entire home/apt,14957,30,18,2019-04-30,0.93
20919092,"特价4:樱花苑旅馆,秋叶原,Japanese Style,SAKURA GARDEN HOTEL",134662329,Steve,,Chiyoda Ku,35.69771,139.7819,Entire home/apt,12051,1,3,2018-08-08,0.22
20919687,"A quiet, low-rise Penthouse with balconies",94302731,Housing Japan,,Minato Ku,35.64898,139.73842,Entire home/apt,33356,30,1,2018-06-12,0.08
20920423,新宿/新装修独层公寓/楼下商业街/2个浴室2个卫生间/携带Wi-Fi/whitehouse3楼,106338787,Myunghee,,Shinjuku Ku,35.69749,139.70358000000002,Entire home/apt,24963,2,14,2019-06-02,3.21
20920861,商店街の近くにある静かな一戸建てｼｬｱﾊｳｽ,70614399,Wang,,Itabashi Ku,35.75224,139.69738999999998,Private room,5488,2,21,2019-06-09,2.59
20933596,New!!Near Shinjuku Shibuya - Japanese Modern room!,114995297,Suzu&Ryuu,,Shibuya Ku,35.67886,139.68493999999998,Entire home/apt,14526,1,33,2019-05-26,1.53
20938303,4 Beds Dormitory for female only,141635738,Space Hostel Tokyo,,Taito Ku,35.71925,139.78455,Shared room,3551,1,7,2018-09-18,0.46
20947065,Shinjuku Villa 2BATH 2WC 8mins Sta,74535093,Akira,,Shinjuku Ku,35.70746,139.69626,Entire home/apt,29806,1,72,2019-06-24,3.47
20952194,Completely private room! In the heart of Tokyo!,149412971,Shunsei,,Shinjuku Ku,35.69449,139.73405,Private room,7532,2,28,2019-06-15,1.59
20953164,"#102 YACOCAFEinn Chofu city, 4 min from sta.",51624570,Risa,,Chofu Shi,35.65108,139.55945,Private room,7747,2,51,2018-12-02,2.41
20956515,"6 mins to Ueno,Yanaka,Narita45min,Nippori Area",150646453,Xiaoli,,Arakawa Ku,35.739940000000004,139.77233,Private room,8931,2,35,2019-05-27,1.66
20972343,Ryokan style Guesthouse on the river,24647837,Kenichiro,,Akiruno Shi,35.72594,139.18052,Private room,5488,1,3,2018-09-23,0.16
20972673,8BDR/POCKET WIFI/2.5km to Ikebukuro,150896127,Sacchi,,Kita Ku,35.74757,139.73382,Entire home/apt,44977,2,45,2019-06-03,2.49
20990850,Tokyo Machiya Apt #2: 30sqm WiFi&Bike,24212848,Takumi,,Arakawa Ku,35.748670000000004,139.78301000000002,Entire home/apt,6456,30,16,2019-04-30,0.78
20998960,"Shinjuku Backyard, 5 min to St. WIFI.",113915319,Akito,,Shinjuku Ku,35.6961,139.7176,Entire home/apt,10007,30,24,2019-05-25,1.22
20999567,Completely private room! In the heart of Tokyo!,149412971,Shunsei,,Shinjuku Ku,35.69397,139.73488999999998,Private room,7532,2,27,2019-05-10,1.26
20999568,Completely private room! In the heart of Tokyo!,149412971,Shunsei,,Shinjuku Ku,35.694590000000005,139.73478,Private room,7532,2,35,2019-06-09,1.73
20999656,Completely private room! In the heart of Tokyo!,149412971,Shunsei,,Shinjuku Ku,35.69383,139.73488,Private room,7532,2,33,2019-06-21,1.74
21000583,"Shinjuku Backyard2, 5 min to St.WIFI.for 4 Guest!",113915319,Akito,,Shinjuku Ku,35.69545,139.71631000000002,Entire home/apt,7962,30,38,2019-05-19,1.86
21000947,SP!6Pax!!2Separate Units/NearSta/in OTSUKA_T15,57988982,Takuma,,Toshima Ku,35.72914,139.72828,Entire home/apt,32280,2,20,2019-04-15,1.08
21000992,3mins to st. cozy capsule hotel★Female only★,106595615,Sou,,Chiyoda Ku,35.69665,139.77675,Shared room,4950,1,7,2018-10-28,0.63
21001889,3mins to st. cozy capsule hotel★Female only★,106595615,Sou,,Chiyoda Ku,35.69571,139.77664,Shared room,4950,1,9,2018-11-18,0.54
21002056,3mins to st. cozy capsule hotel★Female only★,106595615,Sou,,Chiyoda Ku,35.694959999999995,139.77815,Shared room,4950,1,16,2018-12-25,0.85
21002107,3mins to st. cozy capsule hotel★Female only★,106595615,Sou,,Chiyoda Ku,35.696490000000004,139.77809,Shared room,4950,1,3,2018-10-21,0.29
21002247,AS932 Special sale ASAKUSA 3 rooms !,24522910,Toshi & Aki,,Taito Ku,35.72314,139.79833,Entire home/apt,10007,1,38,2019-06-18,1.82
21004573,"Tokyo Guest Room, 2BedRooms & 2Free Portable Wi-Fi",94725093,Peter Shinzo & Maya,,Koto Ku,35.69764,139.84173,Entire home/apt,9361,1,30,2019-06-16,4.5
21011775,Renovated!Asakusa on foot 8min!/free Wi-Fi!,144349329,Kazuhito,,Taito Ku,35.71978,139.79542,Entire home/apt,5810,2,80,2019-06-17,3.91
21013784,3mins to st. cozy capsule hotel★Female only★,106595615,Sou,,Chiyoda Ku,35.69641,139.7781,Shared room,4950,1,4,2018-10-18,0.3
21015730,A cozy private space! Mixed Dormitory with Wi-Fi,150672186,ｸﾞﾘｯｽﾞ東京浅草橋 ﾎﾃﾙ&ﾎｽﾃﾙ,,Taito Ku,35.69894,139.78186000000002,Shared room,2152,1,298,2019-06-27,17.67
21016077,102. Cozy studio room easy access to Ikebukuro!,151336818,Yuka,,Kita Ku,35.74795,139.73418999999998,Entire home/apt,7962,1,41,2019-05-25,2.0
21016163,"103. Multi Town ""Oji"",Easily accessible! Max2/Wifi",151336818,Yuka,,Kita Ku,35.75008,139.73466000000002,Entire home/apt,7962,1,41,2019-06-21,1.97
21016383,104. OpenSale! Oji/Ueno/Akihabara/Max2/FreeWifi,151336818,Yuka,,Kita Ku,35.74873,139.73308,Entire home/apt,7962,1,38,2019-06-19,1.83
21016846,"3Bedrooms for 1 to 8ppl, Shinjuku&Shibuya 10mins下北",151071958,Kotaro,,Setagaya Ku,35.6551,139.66314,Entire home/apt,20444,1,48,2019-05-26,2.84
21017077,Private room/easy access Airport/Close Asakusa A,121632339,Kuniyosi,,Katsushika Ku,35.7304,139.83637,Private room,1506,1,10,2019-05-29,0.54
21019399,【NEW SALE!!】Asakusa Japanese style room#101,150357703,Makoto,,Sumida Ku,35.70539,139.79703999999998,Private room,3981,1,2,2018-04-19,0.14
21021345,新宿/新装修独层公寓/楼下商业街/2个浴室2个卫生间/免费携带Wi-Fi/Whitehouse2楼,106338787,Myunghee,,Shinjuku Ku,35.70035,139.70535,Entire home/apt,24963,2,15,2019-05-29,2.76
21029820,Private room/easy access Airport/Close Asakusa C,121632339,Kuniyosi,,Katsushika Ku,35.73043,139.8361,Private room,1506,1,25,2019-06-10,1.22
21029964,Private room/easy access Airport/Close Asakusa D,121632339,Kuniyosi,,Katsushika Ku,35.73021,139.83663,Private room,1829,1,20,2019-05-28,0.99
21030180,Private room/easy access Airport/Close Asakusa B,121632339,Kuniyosi,,Katsushika Ku,35.72984,139.83514,Private room,1506,1,21,2019-06-01,1.05
21030304,5mins from JR Ueno! Ensuite Double room!!,150365656,Hotel Uno,,Taito Ku,35.70794,139.77815,Private room,7532,1,29,2019-06-05,2.33
21030315,5mins from JR Ueno!! Common kitchen! Double room!,150365656,Hotel Uno,,Taito Ku,35.708459999999995,139.778,Private room,6456,1,34,2019-06-26,2.67
21030316,5mins from JR Ueno!! Ensuite Double room!!,150365656,Hotel Uno,,Taito Ku,35.70805,139.77878,Private room,7532,1,7,2019-03-20,0.37
21030317,Private room/easy access Airport/Close Asakusa I,121632339,Kuniyosi,,Katsushika Ku,35.73196,139.83465,Private room,1506,1,15,2019-02-17,0.75
21030320,5mins from JR Ueno! Double room! Common kitchen!,150365656,Hotel Uno,,Taito Ku,35.70848,139.77852,Private room,6456,1,11,2019-06-03,0.99
21030321,5mins from JR Ueno! FREE wifi! Double room,150365656,Hotel Uno,,Taito Ku,35.70851,139.77843000000001,Private room,6456,1,8,2018-08-01,0.62
21030322,5mins from JR Ueno! Double room FREE wifi!,150365656,Hotel Uno,,Taito Ku,35.70915,139.77806999999999,Private room,6456,1,14,2019-05-30,0.7
21030325,5mins from JR Ueno! Double room shared kitchen!,150365656,Hotel Uno,,Taito Ku,35.70922,139.7799,Private room,6456,1,1,2018-08-06,0.09
21030326,5mins from JR Ueno!! Triple room shared shower&WC,150365656,Hotel Uno,,Taito Ku,35.70933,139.77805,Private room,8500,1,1,2018-04-05,0.07
21030401,Private room/easy access Airport/Close Asakusa J,121632339,Kuniyosi,,Katsushika Ku,35.730309999999996,139.8363,Private room,1829,1,19,2019-06-09,0.93
21030523,Private room/easy access Airport/Close Asakusa E,121632339,Kuniyosi,,Katsushika Ku,35.731390000000005,139.83624,Private room,1829,1,27,2019-05-19,1.33
21030580,Private room/easy access Airport/Close Asakusa G,121632339,Kuniyosi,,Katsushika Ku,35.730109999999996,139.8361,Private room,1829,1,28,2019-06-13,1.38
21030633,Private room/easy access Airport/Close Asakusa H,121632339,Kuniyosi,,Katsushika Ku,35.7319,139.83556000000002,Private room,1829,1,16,2019-05-20,0.83
21030956,5mins from JR Ueno! Common kitchen! Triple room,150365656,Hotel Uno,,Taito Ku,35.70848,139.7798,Private room,8500,1,2,2018-07-14,0.17
21030957,5mins from JR Ueno! Common kitchen! Triple room,150365656,Hotel Uno,,Taito Ku,35.70795,139.78013,Private room,7962,1,1,2018-08-14,0.09
21030960,5mins from JR Ueno! Triple room common kitchen!,150365656,Hotel Uno,,Taito Ku,35.70989,139.77845,Private room,8500,1,12,2019-05-24,0.86
21030964,5mins from JR Ueno! Common kitchen! Triple room!,150365656,Hotel Uno,,Taito Ku,35.709109999999995,139.78007,Private room,8500,1,11,2019-01-25,0.88
21035798,【NEW OPEN!】HOUSE NEAR KOENJI! 6 MIN TO SHINJUKU!,64880287,Shotaro,,Nakano Ku,35.71161,139.64718,Entire home/apt,4950,28,28,2018-06-11,1.32
21036847,"A new House,Shinjiku 7min!Harajiku,Yoyogi,closed!",150411219,Ryoko,,Shibuya Ku,35.68312,139.70009,Entire home/apt,24963,2,60,2019-05-10,2.98
21037027,★New Open★FreeWIFI★Senjuōhashi Station 5min★202,151503457,Yun,,Adachi Ku,35.74004,139.79796000000002,Private room,6241,3,7,2019-05-21,1.68
21037386,★New Open★FreeWIFI★Senjuōhashi Station 5min★★301,151503457,Yun,,Adachi Ku,35.73948,139.79942,Private room,5918,3,15,2019-05-05,1.02
21038399,★New Open★FreeWIFI★Senjuōhashi Station 5min★★401,151503457,Yun,,Adachi Ku,35.740159999999996,139.79799,Private room,7209,3,13,2019-06-15,2.03
21038665,★New Open★FreeWIFI★Senjuōhashi Station 5min★★501,151503457,Yun,,Adachi Ku,35.74066,139.79971,Private room,7962,3,13,2019-05-22,2.95
21039149,5mins from JR Ueno! Twin room shared shower&WC,150365656,Hotel Uno,,Taito Ku,35.70796,139.77841999999998,Private room,6994,1,26,2019-06-17,2.06
21039151,5mins from JR Ueno! Common kitchen! Twin room,150365656,Hotel Uno,,Taito Ku,35.7091,139.77953,Private room,6994,1,14,2019-05-02,1.13
21039156,5mins from JR Ueno!! FREE Wifi! Quad room!,150365656,Hotel Uno,,Taito Ku,35.70799,139.77821,Private room,9792,1,11,2019-06-10,0.91
21039157,5mins from JR Ueno!! Quad room FREE wifi!,150365656,Hotel Uno,,Taito Ku,35.70833,139.77938999999998,Private room,9792,1,5,2019-02-25,0.34
21039161,5mins from JR Ueno! Ensuite Quadruple room!,150365656,Hotel Uno,,Taito Ku,35.70771,139.78026,Private room,10975,1,1,2018-07-07,0.08
21039165,5mins from JR Ueno! Common kitchen! Quad room!,150365656,Hotel Uno,,Taito Ku,35.70815,139.77856,Private room,9792,1,15,2019-03-21,1.19
21039171,5mins from JR Ueno! Common kitchen! Quad room!,150365656,Hotel Uno,,Taito Ku,35.70952,139.78011,Private room,9792,1,7,2019-04-11,0.58
21045877,T-ROOMSⅢ  near Ginza & Tsukiji,38303856,Michihiro,,Chuo Ku,35.675979999999996,139.78107,Private room,6456,30,8,2019-06-11,0.5
21060271,Cozy Hotel Style Studio : Trouble-Free Stay #101,111043861,M-1 Tokyo,,Ota Ku,35.577220000000004,139.73613999999998,Entire home/apt,6133,3,36,2019-06-09,1.75
21061212,New Hotel Style Apartment for a Carefree Stay #101,111043861,M-1 Tokyo,,Ota Ku,35.5778,139.70233000000002,Entire home/apt,5595,3,19,2019-06-14,1.06
21061465,New Hotel Style Apartment for a Carefree Stay #202,111043861,M-1 Tokyo,,Ota Ku,35.57868,139.70238999999998,Entire home/apt,5595,3,15,2019-05-16,0.99
21061585,New Hotel Style Apartment for a Carefree Stay #301,111043861,M-1 Tokyo,,Ota Ku,35.577329999999996,139.7009,Entire home/apt,5595,3,30,2019-06-02,1.69
21061703,New Hotel Style Apartment for a Carefree Stay #302,111043861,M-1 Tokyo,,Ota Ku,35.577459999999995,139.70099,Entire home/apt,5595,3,28,2019-06-11,1.7
21068866,世田谷､豪徳寺近い､上町駅徒歩2分､渋谷駅 三軒茶屋駅ﾊﾞｽ13分､世田谷ﾎﾞﾛ市開催地､41平米2階,103487168,Jun,,Setagaya Ku,35.6426,139.64493000000002,Entire home/apt,10007,1,41,2019-06-16,2.81
21079184,LICENSED! 3-floor HOUSE 5-min from Ebisu Stn.,14013542,Alan,,Shibuya Ku,35.64604,139.71489,Entire home/apt,14957,2,68,2019-06-09,3.25
21080730,なごみ ﾎﾃﾙ (NAGOMI HOTEL NIPPORI) - ﾌﾟﾚﾐｱﾑﾂｲﾝ,151954517,なごみ,,Arakawa Ku,35.73168,139.77954,Private room,16463,1,0,,
21085792,JPN Govt Certified - 3mins Metro M-11 & 15mins JR,42278378,Hidenori,,Shinjuku Ku,35.689809999999994,139.72239,Entire home/apt,21628,3,50,2019-04-23,2.56
21086586,ASAKUSA GOLD* Great Access in TYO* mWiFi* 4ppl*,130658423,Yui,,Taito Ku,35.70493,139.79136,Entire home/apt,14849,1,21,2019-06-06,1.02
21090748,"新宿/Japanese Studio/车站步行3分日式公寓/新宿多套房,请询问房东~",68616951,Yang,,Shibuya Ku,35.68761,139.6987,Entire home/apt,11944,1,49,2018-12-10,2.34
21102829,①Shin-koenji Guesthouse【Female only&Private room】,44129457,Sangwon,,Suginami Ku,35.69151,139.65122,Private room,3981,1,37,2019-06-06,1.75
21103119,90㎡ 4BDR 3-Story Family House near Skytree!,105210316,Jacky,,Sumida Ku,35.71692,139.81512,Entire home/apt,44977,1,46,2019-06-26,2.2
21112360,"SHIBUYA, a lovely cozy and nice 3LDK house",119539112,Kimiko,,Shibuya Ku,35.68688,139.68102,Entire home/apt,30989,30,64,2019-06-13,3.04
21113541,②Shin-koenji Guesthouse【Female only&Private room】,44129457,Sangwon,,Suginami Ku,35.68991,139.65233999999998,Private room,3981,1,32,2019-05-27,1.6
21129998,【NEW SALE!!】Asakusa Japanese style room#102,150357703,Makoto,,Sumida Ku,35.70373,139.79607,Private room,3013,1,10,2019-05-24,0.79
21130111,【NEW SALE!!】Asakusa Japanese style room#103,150357703,Makoto,,Sumida Ku,35.70366,139.79744,Private room,3013,1,2,2018-10-30,0.1
21130454,【NEW SALE!!】Asakusa Japanese style room#104,150357703,Makoto,,Sumida Ku,35.70443,139.79698,Private room,3013,1,2,2019-01-08,0.1
21155044,Tiny Room in Hiroo with Japanese family,19615511,Panda,,Shibuya Ku,35.64699,139.71934,Private room,3013,6,23,2019-05-25,1.15
21157156,3LDK 56㎡/政府公認物件/羽田空港20分/ｺﾝﾋﾞﾆ近く/JR蒲田駅徒歩7分/Wifi,152645240,ﾐﾉﾗｽｻﾌﾞﾘｰｽ,,Ota Ku,35.56365,139.71122,Entire home/apt,6994,2,2,2019-05-05,0.11
21157432,☆ RIVERSIDE PRIVATE APT ☆ 10min to SHINJUKU !!,56653460,Taku,,Nakano Ku,35.6933,139.67715,Entire home/apt,6026,2,1,2019-04-25,0.47
21167609,"2 BEDROOMS for 4, SHIBUYA near HARAJUKU & SHINJUKU",69158380,Toshiko,,Shibuya Ku,35.67437,139.68208,Entire home/apt,23995,5,46,2019-06-20,2.38
21168354,Space Osawa,152802905,Rie,,Mitaka Shi,35.67078,139.53897,Private room,8500,1,14,2018-09-23,1.01
21176308,6mins to shinjuku､8mins to station(have wif)#2,112073392,Lei,,Suginami Ku,35.70843,139.6561,Entire home/apt,5488,1,37,2019-06-24,1.77
21177071,Luxury Duplex Apartment~3ldk. Center of Tokyo.,152902783,Tailong,,Shinjuku Ku,35.69984,139.70261000000002,Entire home/apt,50035,2,51,2019-06-20,2.44
21177822,★New Open★New Interior★Designer`s Room★,152543579,Tomoko,,Suginami Ku,35.68912,139.63975,Entire home/apt,10007,2,8,2018-05-06,0.39
21178148,Bed in 8-Bed Dormitory Room2,141635738,Space Hostel Tokyo,,Taito Ku,35.7192,139.78531,Shared room,3228,1,6,2019-04-10,0.39
21178165,Bed in 8-Bed Dormitory Room4,141635738,Space Hostel Tokyo,,Taito Ku,35.71844,139.78619,Shared room,3228,1,2,2018-06-24,0.13
21178213,Bed in 8-Bed Dormitory Room5,141635738,Space Hostel Tokyo,,Taito Ku,35.719809999999995,139.78656,Shared room,3228,1,6,2018-10-10,0.37
21178234,Bed in 8-Bed Dormitory Room6,141635738,Space Hostel Tokyo,,Taito Ku,35.7177,139.78603999999999,Shared room,3228,1,1,2018-04-03,0.07
21178626,5min to Shibuya St!Cozy room with FreeWi-Fi!AS477,152913094,Yam,,Shibuya Ku,35.65952,139.69503999999998,Entire home/apt,13665,1,70,2019-01-06,3.35
21179014,Bed in 8-Bed Dormitory Room3,141635738,Space Hostel Tokyo,,Taito Ku,35.71823,139.78537,Shared room,3228,1,6,2019-01-03,0.41
21182191,③Shin-koenji Guesthouse【Female only&Private room】,44129457,Sangwon,,Suginami Ku,35.69208,139.65103,Private room,3981,1,28,2019-06-20,1.38
21191915,JR shinjuku station!free pocket wifi,57831714,Miho,,Shinjuku Ku,35.69873,139.69269,Entire home/apt,14957,1,64,2019-06-19,3.17
21193448,[New open]Near Shinjuku. 5 min to St. for 5 Guest!,113915319,Akito,,Shinjuku Ku,35.69592,139.71763,Entire home/apt,10007,30,57,2019-05-24,2.79
21203752,*Sweet Family Home Ebisu TOKYO *FREE WiFi* 2F&3F,10994033,Meg & Tada,,Meguro Ku,35.63973,139.71073,Entire home/apt,22489,2,41,2019-06-26,1.99
21207891,ชอบคนไทยHouse (มีห้องครัว),34475322,Masaru,,Machida Shi,35.58623,139.48734,Private room,10975,2,20,2019-04-02,1.01
21209298,④Shin-koenji Guesthouse【Female only&Private room】,44129457,Sangwon,,Suginami Ku,35.6899,139.6512,Private room,3981,1,34,2019-05-25,1.69
21209734,"NewOpen!Max5Pax/Shinjuku,Yotsuya /Free wifi_KE4",90411373,Kei,,Shinjuku Ku,35.68945,139.72825,Entire home/apt,25824,2,49,2019-06-16,2.39
21213542,1 min to Sta./4+1 Beds=10 people/SHINJUKU-OCHIAI,147014594,Reyado,,Shinjuku Ku,35.71249,139.6884,Entire home/apt,33787,2,52,2019-05-05,2.58
21213736,#102 YACOCAFEinn ｶﾌｪ併設の一軒家｡国領駅から徒歩4分､新宿渋谷まで電車で25分,51624570,Risa,,Chofu Shi,35.652390000000004,139.55965,Private room,14957,2,38,2019-05-20,1.99
21219249,4min to Kasai Sta. Direct buses to Airport&Disney.,51779608,Taka & Tomo,,Edogawa Ku,35.66251,139.86941000000002,Entire home/apt,23027,2,63,2019-06-15,3.26
21220334,⑤Shin-koenji Guesthouse【Female only&Private room】,44129457,Sangwon,,Suginami Ku,35.69193,139.65081,Private room,3981,1,25,2019-05-14,1.38
21220563,A new house in Shinjuku free wifi,50251074,Jun,,Shinjuku Ku,35.691320000000005,139.68437,Entire home/apt,13988,1,50,2019-01-07,2.56
21221857,Early-in late check-out (max18:00) OK! Wifi ! 7pp,54940859,Minamin,,Sumida Ku,35.69547,139.80281000000002,Entire home/apt,20014,1,64,2019-06-25,3.17
21233910,☆30% discount☆ Luxury Japanese-style villa,114611899,Wei,,Arakawa Ku,35.73451,139.77181000000002,Entire home/apt,24963,1,16,2019-06-08,0.86
21233964,B#Newly-Built★44㎡★Serviced Residencial Hotel#,152808713,悠,,Sumida Ku,35.71505,139.8091,Private room,20982,1,72,2019-06-27,4.83
21234490,【NEW SALE!!】Asakusa Japanese style room#201,150357703,Makoto,,Sumida Ku,35.703720000000004,139.79744,Private room,0,1,4,2018-06-19,0.29
21234860,【NEW SALE!!】Asakusa Japanese style room#203,150357703,Makoto,,Sumida Ku,35.7055,139.79741,Private room,0,1,7,2019-03-25,0.38
21234998,【NEW SALE!!】Asakusa Japanese style room#204,150357703,Makoto,,Sumida Ku,35.70534,139.79748,Private room,0,1,6,2019-03-24,0.33
21236131,A#Newly-Built★48㎡★Serviced Residencial Hotel#,152808713,悠,,Sumida Ku,35.716159999999995,139.80895,Private room,20982,1,48,2019-06-04,2.48
21237503,C# Newly-Built★48㎡★Serviced Residencial Hotel#,152808713,悠,,Sumida Ku,35.7161,139.80813999999998,Private room,20982,1,88,2019-06-21,5.83
21237734,D# Newly-Built★44㎡★Serviced Residencial Hotel#,152808713,悠,,Sumida Ku,35.71448,139.8094,Private room,20014,1,62,2019-06-16,3.43
21238107,☆彡Tokyo Down Town Area with Pocket WiFi near Sta☆彡,46753843,Yoshi,,Sumida Ku,35.69858,139.79768,Entire home/apt,13020,3,62,2019-06-21,3.02
21246633,"Beautiful Japanese Gardens by walk, quiet & bright",48739707,Maki Nicestaytokyo,,Kita Ku,35.74013,139.74841,Entire home/apt,15602,1,35,2019-06-24,2.04
21246666,Completely private room! In the heart of Tokyo!,149412971,Shunsei,,Shinjuku Ku,35.69245,139.73548,Private room,7532,2,51,2019-06-18,2.5
21246919,Completely private room! In the heart of Tokyo!,149412971,Shunsei,,Shinjuku Ku,35.6946,139.73485,Private room,7532,2,23,2019-06-09,1.14
21254988,Completely private room! In the heart of Tokyo!,149412971,Shunsei,,Shinjuku Ku,35.69475,139.73342,Private room,7532,2,28,2019-06-23,1.39
21256253,*Sweet Secret Base Ebisu *Tokyo* 1F *FREE WiFi*,10994033,Meg & Tada,,Meguro Ku,35.641290000000005,139.71098,Entire home/apt,12805,2,42,2019-06-14,2.08
21257351,Domitory Beds@SUMIDA NAGAYA(6Beds),153708464,Yuri,,Sumida Ku,35.71584,139.82542,Shared room,3013,2,5,2019-05-26,1.38
21259190,Enjoy Central Tokyo Yamanote Life (monthly rental),6504053,Bryan,,Shinagawa Ku,35.62815,139.72153,Entire home/apt,10007,29,22,2019-05-31,1.08
21259826,[M4C] Shinjuku/Shin-Okubo 5 min 1BR,20957992,Cookie,,Shinjuku Ku,35.70182,139.70783,Entire home/apt,19476,2,14,2019-06-17,0.7
21265243,*Sweet Family Home Ebisu *Tokyo* 1F 2F 3F *MAX12*,10994033,Meg & Tada,,Meguro Ku,35.63941,139.71066000000002,Entire home/apt,27976,2,34,2019-06-23,1.79
21270124,NEW｢ASAKUSA hotel#4｣ 5mins､pocket WIFI､6guests,38309930,TOKYOb&B.Co.Jp,,Taito Ku,35.71764,139.78666,Entire home/apt,13020,1,61,2019-06-07,2.95
21270307,"｢ASAKUSA hotel#5｣The whole layer ,5mins,pocketWIFI",38309930,TOKYOb&B.Co.Jp,,Taito Ku,35.7192,139.78672,Entire home/apt,18938,1,70,2019-06-09,3.36
21270499,"｢ASAKUSA hotel#7｣The whole layer,5mins,Pocket WIFI",38309930,TOKYOb&B.Co.Jp,,Taito Ku,35.71744,139.78779,Entire home/apt,15925,1,59,2019-05-03,2.83
21283622,"Kagurazaka studio apartment, close to Iidabashi.",94302731,Housing Japan,,Shinjuku Ku,35.70639,139.73978,Entire home/apt,7209,30,4,2019-05-04,0.21
21284152,New Hotel Style Apartment in Tokyo #206,111043861,M-1 Tokyo,,Ota Ku,35.56091,139.70756,Entire home/apt,6026,3,27,2019-06-11,1.43
